Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 Population)",2015 Population,,2020 Population
097332010,Boalan,Bgy,,,,U," 8,696 ",," 11,541 "
097332011,Bolong,Bgy,,,,U," 6,460 ",," 8,068 "
097332012,Buenavista,Bgy,,,,U," 6,485 ",," 8,154 "
097332013,Bunguiao,Bgy,,,,U," 7,287 ",," 7,952 "
097332014,Busay,Bgy,Sacol Island,,,R," 3,359 ",," 2,290 "
097332015,Cabaluay,Bgy,,,,U," 6,350 ",," 8,849 "
097332016,Cabatangan,Bgy,,,,U," 13,680 ",," 17,812 "
097332017,Cacao,Bgy,,,,R," 1,347 ",," 1,311 "
097332018,Calabasa,Bgy,,,,R," 3,222 ",," 2,936 "
097332019,Calarian,Bgy,,,,U," 28,899 ",," 33,563 "
097332020,Campo Islam,Bgy,,,,U," 12,552 ",," 11,730 "
097332021,Canelar,Bgy,,,,U," 11,100 ",," 10,512 "
097332022,Cawit,Bgy,,,,U," 9,249 ",," 10,244 "
097332023,Culianan,Bgy,,,,U," 8,318 ",," 10,851 "
097332024,Curuan,Bgy,,,,U," 8,796 ",," 11,954 "
097332025,Dita,Bgy,,,,R," 2,085 ",," 2,028 "
097332026,Divisoria,Bgy,,,,U," 9,218 ",," 13,172 "
097332027,Dulian,Bgy,Upper Bunguiao,,,R," 2,570 ",," 2,569 "
097332028,Dulian,Bgy,Upper Pasonanca,,,R," 1,325 ",," 1,489 "
097332030,Guisao,Bgy,,,,R," 3,398 ",," 2,583 "
097332031,Guiwan,Bgy,,,,U," 14,302 ",," 13,231 "
097332032,La Paz,Bgy,,,,U," 7,557 ",," 8,724 "
097332033,Labuan,Bgy,,,,U," 11,457 ",," 16,095 "
097332034,Lamisahan,Bgy,,,,R," 2,289 ",," 2,764 "
097332035,Landang Gua,Bgy,,,,R," 2,993 ",," 3,154 "
097332036,Landang Laum,Bgy,,,,R," 4,768 ",," 3,095 "
097332037,Lanzones,Bgy,,,,R," 3,287 ",," 3,689 "
097332038,Lapakan,Bgy,,,,R," 1,378 ",," 1,868 "
097332039,Latuan,Bgy,Curuan,,,U," 2,457 ",," 2,615 "
097332040,Limaong,Bgy,,,,R," 4,000 ",," 4,766 "
097332041,Limpapa,Bgy,,,,U," 5,782 ",," 6,060 "
097332042,Lubigan,Bgy,,,,U," 2,945 ",," 3,249 "
097332043,Lumayang,Bgy,,,,U," 1,471 ",," 1,999 "
097332044,Lumbangan,Bgy,,,,R," 3,235 ",," 4,461 "
097332045,Lunzuran,Bgy,,,,U," 9,931 ",," 13,232 "
097332046,Maasin,Bgy,,,,U," 8,958 ",," 9,267 "
097332047,Malagutay,Bgy,,,,U," 6,657 ",," 8,265 "
097332048,Mampang,Bgy,,,,U," 34,312 ",," 31,975 "
097332049,Manalipa,Bgy,,,,R," 2,143 ",," 2,588 "
097332050,Mangusu,Bgy,,,,U," 4,783 ",," 5,608 "
097332051,Manicahan,Bgy,,,,U," 10,081 ",," 11,999 "
097332052,Mariki,Bgy,,,,R," 1,775 ",," 6,310 "
097332053,Mercedes,Bgy,,,,U," 14,721 ",," 22,321 "
097332054,Muti,Bgy,,,,R," 2,983 ",," 3,420 "
097332055,Pamucutan,Bgy,,,,R," 4,059 ",," 4,404 "
097332056,Pangapuyan,Bgy,,,,R, 590 ,, 767
097332057,Panubigan,Bgy,,,,R," 1,610 ",, 982
097332058,Pasilmanta,Bgy,Sacol Island,,,R," 2,122 ",," 3,138 "
097332059,Pasonanca,Bgy,,,,U," 27,374 ",," 27,215 "
097332060,Patalon,Bgy,,,,U," 8,128 ",," 11,127 "
097332061,Barangay Zone I (Pob.),Bgy,,,,U," 4,112 ",," 4,806 "
097332062,Barangay Zone II (Pob.),Bgy,,,,U," 2,143 ",," 1,802 "
097332063,Barangay Zone III (Pob.),Bgy,,,,U," 1,519 ",," 1,146 "
097332064,Barangay Zone IV (Pob.),Bgy,,,,U," 1,309 ",," 1,174 "
097332065,Putik,Bgy,,,,U," 19,681 ",," 22,271 "
097332066,Quiniput,Bgy,,,,R," 3,329 ",," 4,015 "
097332067,Recodo,Bgy,,,,U," 17,395 ",," 23,254 "
097332068,Rio Hondo,Bgy,,,,U," 3,326 ",," 8,827 "
097332069,Salaan,Bgy,,,,R," 4,073 ",," 3,623 "
097332070,San Jose Cawa-cawa,Bgy,,,,U," 6,173 ",," 4,292 "
097332071,San Jose Gusu,Bgy,,,,U," 16,723 ",," 16,260 "
097332072,San Roque,Bgy,,,,U," 27,889 ",," 28,829 "
097332073,Sangali,Bgy,,,,U," 20,766 ",," 26,758 "
097332074,Santa Barbara,Bgy,,,,U," 4,762 ",," 6,711 "
097332075,Santa Catalina,Bgy,,,,U," 17,294 ",," 16,644 "
097332076,Santa Maria,Bgy,,,,U," 25,185 ",," 24,133 "
097332077,Santo Ni�o,Bgy,,,,U," 4,129 ",," 3,888 "
097332078,Sibulao,Bgy,Caruan,,,R," 4,244 ",," 4,167 "
097332079,Sinubung,Bgy,,,,R," 4,689 ",," 3,601 "
097332080,Sinunoc,Bgy,,,,U," 16,507 ",," 22,918 "
097332081,Tagasilay,Bgy,,,,R," 2,971 ",," 3,998 "
097332082,Taguiti,Bgy,,,,R," 1,460 ",," 1,328 "
097332083,Talabaan,Bgy,,,,U," 5,340 ",," 5,907 "
097332084,Talisayan,Bgy,,,,U," 8,220 ",," 11,428 "
097332085,Talon-talon,Bgy,,,,U," 34,916 ",," 37,350 "
097332086,Taluksangay,Bgy,,,,U," 10,237 ",," 9,437 "
097332087,Tetuan,Bgy,,,,U," 29,785 ",," 29,621 "
097332088,Tictapul,Bgy,,,,R," 3,817 ",," 3,527 "
097332089,Tigbalabag,Bgy,,,,R," 1,803 ",," 2,109 "
097332090,Tigtabon,Bgy,,,,U," 5,292 ",," 5,365 "
097332091,Tolosa,Bgy,,,,U," 2,773 ",," 3,859 "
097332092,Tugbungan,Bgy,,,,U," 23,837 ",," 26,538 "
097332093,Tulungatung,Bgy,,,,U," 9,246 ",," 11,741 "
097332094,Tumaga,Bgy,,,,U," 30,824 ",," 33,399 "
097332095,Tumalutab,Bgy,,,,R," 2,417 ",," 3,436 "
097332096,Tumitus,Bgy,,,,R," 3,026 ",," 2,731 "
097332097,Vitali,Bgy,,,,U," 9,406 ",," 10,716 "
097332098,Capisan,Bgy,,,,R," 1,408 ",," 1,488 "
097332099,Camino Nuevo,Bgy,,,,U," 7,739 ",," 7,421 "
097332100,Licomo,Bgy,,,,U," 5,317 ",," 5,888 "
097332101,Kasanyangan,Bgy,,,,U," 14,114 ",," 28,819 "
097332102,Pasobolong,Bgy,,,,U," 3,758 ",," 5,624 "
097332103,Victoria,Bgy,,,,U," 2,802 ",," 3,393 "
097332104,Zambowood,Bgy,,,,U," 10,166 ",," 12,870 "
097333000,Lakewood,Mun,,,4th,," 20,374 ",," 21,559 "
097333001,Baking,Bgy,,,,R," 1,493 ",," 1,568 "
097333002,Bagong Kahayag,Bgy,,,,R," 1,884 ",," 1,938 "
097333003,Biswangan,Bgy,,,,R," 1,713 ",," 1,924 "
097333004,Bululawan,Bgy,,,,R," 1,265 ",," 1,291 "
097333005,Dagum,Bgy,,,,R, 419 ,, 530
097333006,Gasa,Bgy,,,,R, 545 ,, 713
097333007,Gatub,Bgy,,,,R," 1,204 ",," 1,240 "
097333008,Poblacion,Bgy,Lakewood,,,U," 5,135 ",," 5,260 "
097333009,Lukuan,Bgy,,,,R, 453 ,, 504
097333010,Matalang,Bgy,,,,R, 678 ,, 719
097333011,Sapang Pinoles,Bgy,,,,R, 693 ,, 724
097333012,Sebuguey,Bgy,,,,R, 689 ,, 741
097333013,Tiwales,Bgy,,,,R, 584 ,, 612
097333014,Tubod,Bgy,,,,R," 3,619 ",," 3,795 "
097337000,Josefina,Mun,,,5th*,," 11,799 ",," 12,205 "
097337001,Bogo Calabat,Bgy,,,,R," 1,170 ",," 1,230 "
097337002,Dawa,Bgy,Diwa,,,R," 1,014 ",," 1,020 "
097337003,Ebarle,Bgy,,,,R, 507 ,, 515
097337004,Upper Bagong Tudela (Pob.),Bgy,,,,R," 1,700 ",," 1,725 "
097337005,Leonardo,Bgy,,,,R, 825 ,, 900
097337006,Litapan,Bgy,,,,R, 799 ,, 845
097337007,Lower Bagong Tudela,Bgy,,,,R, 300 ,, 310
097337008,Mansanas,Bgy,,,,R, 930 ,, 945
097337009,Moradji,Bgy,,,,R, 520 ,, 545
097337010,Neme�o,Bgy,,,,R, 507 ,, 533
097337011,Nopulan,Bgy,,,,R," 1,020 ",," 1,070 "
097337012,Sebukang,Bgy,,,,R, 447 ,, 460
097337013,Tagaytay Hill,Bgy,,,,R, 241 ,, 245
097337014,Gumahan (Pob.),Bgy,,,,R," 1,819 ",," 1,862 "
097338000,Pitogo,Mun,,,4th,," 27,057 ",," 27,516 "
097338001,Balabawan,Bgy,,,,R," 1,166 ",," 1,282 "
097338002,Balong-balong,Bgy,,,,R," 1,367 ",," 1,375 "
097338003,Colojo,Bgy,,,,R, 463 ,, 474
097338004,Liasan,Bgy,,,,R, 927 ,," 1,062 "
097338005,Liguac,Bgy,,,,R, 920 ,, 788
097338006,Limbayan,Bgy,,,,R," 1,129 ",," 1,213 "
097338007,Lower Paniki-an,Bgy,,,,R," 1,255 ",," 1,383 "
097338008,Matin-ao,Bgy,,,,R, 731 ,, 475
097338009,Panubigan,Bgy,,,,R," 3,389 ",," 3,463 "
097338010,Poblacion,Bgy,Pitogo,,,U," 7,836 ",," 8,368 "
097338011,Punta Flecha,Bgy,,,,R," 2,311 ",," 1,895 "
097338012,Sugbay Dos,Bgy,,,,R," 2,103 ",," 2,169 "
097338013,Tongao,Bgy,,,,R," 1,060 ",," 1,093 "
097338014,Upper Paniki-an,Bgy,,,,R," 1,619 ",," 1,670 "
097338015,San Isidro,Bgy,,,,R, 781 ,, 806
097340000,Sominot,Mun,Don Mariano Marcos,,5th*,," 18,537 ",," 19,061 "
097340001,Bag-ong Baroy,Bgy,,,,R, 416 ,, 446
097340002,Bag-ong Oroquieta,Bgy,,,,R, 581 ,, 610
097340003,Barubuhan,Bgy,,,,R, 919 ,, 942
097340004,Bulanay,Bgy,,,,R, 897 ,, 927
097340005,Datagan,Bgy,,,,R," 1,301 ",," 1,317 "
097340006,Eastern Poblacion,Bgy,,,,R," 1,185 ",," 1,213 "
097340007,Lantawan,Bgy,,,,R, 728 ,, 746
097340008,Libertad,Bgy,,,,R, 596 ,, 640
097340009,Lumangoy,Bgy,,,,R, 474 ,, 503
097340010,New Carmen,Bgy,,,,R, 870 ,, 899
097340011,Picturan,Bgy,,,,R," 1,046 ",," 1,095 "
097340012,Poblacion,Bgy,,,,R," 3,394 ",," 3,451 "
097340013,Rizal,Bgy,,,,R," 1,187 ",," 1,205 "
097340014,San Miguel,Bgy,,,,R, 371 ,, 401
097340015,Santo Ni�o,Bgy,,,,R," 1,163 ",," 1,182 "
097340016,Sawa,Bgy,,,,R, 414 ,, 426
097340017,Tungawan,Bgy,,,,R," 1,798 ",," 1,840 "
097340018,Upper Sicpao,Bgy,,,,R," 1,197 ",," 1,218 "
097341000,Vincenzo A. Sagun,Mun,,,5th,," 23,759 ",," 24,852 "
097341001,Bui-os,Bgy,,,,R," 1,438 ",," 1,479 "
097341002,Cogon,Bgy,,,,R," 1,489 ",," 1,574 "
097341003,Danan,Bgy,,,,R," 2,413 ",," 2,609 "
097341004,Kabatan,Bgy,,,,R," 4,920 ",," 5,059 "
097341005,Kapatagan,Bgy,,,,R," 1,621 ",," 1,716 "
097341006,Limason,Bgy,,,,R," 1,609 ",," 1,683 "
097341007,Linoguayan,Bgy,,,,R, 904 ,, 930
097341008,Lumbal,Bgy,,,,R," 1,240 ",," 1,282 "
097341009,Lunib,Bgy,,,,R," 1,685 ",," 1,714 "
097341010,Maculay,Bgy,,,,R, 902 ,, 984
097341011,Maraya,Bgy,,,,R," 1,331 ",," 1,430 "
097341012,Sagucan,Bgy,,,,R," 1,227 ",," 1,272 "
097341013,Waling-waling,Bgy,,,,R," 1,768 ",," 1,818 "
097341014,Ambulon,Bgy,,,,R," 1,212 ",," 1,302 "
097343000,Guipos,Mun,,,4th,," 20,729 ",," 21,738 "
097343001,Bagong Oroquieta,Bgy,,,,R," 1,632 ",," 1,806 "
097343002,Baguitan,Bgy,,,,R," 1,260 ",," 1,278 "
097343003,Balongating,Bgy,,,,R," 2,065 ",," 2,160 "
097343004,Canunan,Bgy,,,,R," 2,050 ",," 1,992 "
097343005,Dacsol,Bgy,,,,R, 383 ,, 489
097343006,Dagohoy,Bgy,,,,R, 706 ,, 767
097343007,Dalapang,Bgy,,,,R, 891 ,, 967
097343008,Datagan,Bgy,,,,R, 652 ,, 688
097343009,Poblacion,Bgy,Guipos,,,R," 4,988 ",," 5,463 "
097343010,Guling,Bgy,,,,R," 1,717 ",," 1,595 "
097343011,Katipunan,Bgy,,,,R," 1,102 ",," 1,214 "
097343012,Lintum,Bgy,,,,R, 506 ,, 453
097343013,Litan,Bgy,,,,R, 515 ,, 459
097343014,Magting,Bgy,,,,R, 377 ,, 319
097343015,Regla,Bgy,,,,R, 874 ,, 976
097343016,Sikatuna,Bgy,,,,R, 341 ,, 422
097343017,Singclot,Bgy,,,,R, 670 ,, 690
097344000,Tigbao,Mun,,,5th*,," 20,979 ",," 21,675 "
097344001,Begong,Bgy,,,,R," 3,359 ",," 3,598 "
097344002,Busol,Bgy,,,,R, 714 ,, 718
097344003,Caluma,Bgy,,,,R, 548 ,, 560
097344004,Diana Countryside,Bgy,,,,R, 775 ,, 777
097344005,Guinlin,Bgy,,,,R, 779 ,, 790
097344006,Lacarayan,Bgy,,,,R, 985 ,, 569
097344007,Lacupayan,Bgy,,,,R, 793 ,, 937
097344008,Libayoy,Bgy,,,,R, 733 ,, 859
097344009,Limas,Bgy,,,,R, 924 ,," 1,116 "
097344010,Longmot,Bgy,,,,R," 1,131 ",," 1,245 "
097344011,Maragang,Bgy,,,,R," 1,752 ",," 1,810 "
097344012,Mate,Bgy,,,,R," 1,022 ",," 1,061 "
097344013,Nangan-nangan,Bgy,,,,R, 683 ,, 699
097344014,New Tuburan,Bgy,,,,R, 507 ,, 523
097344015,Nilo,Bgy,,,,R," 1,630 ",," 1,607 "
097344016,Tigbao,Bgy,,,,R," 2,875 ",," 3,042 "
097344017,Timolan,Bgy,,,,R, 772 ,, 752
097344018,Upper Nilo,Bgy,,,,R, 997 ,," 1,012 "
098300000,Zamboanga Sibugay,Prov,,,2nd,," 633,129 ",," 669,840 "
098301000,Alicia,Mun,,,3rd,," 36,013 ",," 39,456 "
098301001,Alegria,Bgy,,,,R, 750 ,, 744
098301002,Milagrosa,Bgy,Baluno,,,R," 1,520 ",," 1,505 "
098301004,Bella,Bgy,,,,R," 1,472 ",," 1,459 "
098301005,Calades,Bgy,,,,R, 809 ,, 963
098301006,Dawa-dawa,Bgy,,,,R," 2,621 ",," 2,854 "
098301007,Gulayon,Bgy,,,,R," 1,242 ",," 1,494 "
098301008,Ilisan,Bgy,,,,R, 619 ,, 812
098301009,Kawayan,Bgy,,,,R," 2,062 ",," 2,084 "
098301010,Kauswagan,Bgy,,,,R, 747 ,, 789
098301011,La Paz,Bgy,,,,R," 1,449 ",," 1,626 "
098301012,Lambuyogan,Bgy,,,,R," 1,244 ",," 1,259 "
098301013,Lapirawan,Bgy,,,,R, 803 ,," 1,242 "
098301014,Litayon,Bgy,,,,R," 1,039 ",," 1,180 "
098301015,Lutiman,Bgy,,,,R," 1,747 ",," 1,693 "
098301016,Naga-naga,Bgy,,,,R," 1,814 ",," 2,057 "
098301017,Pandan-pandan,Bgy,,,,R," 1,316 ",," 1,379 "
098301018,Payongan,Bgy,,,,R," 1,323 ",," 1,342 "
098301019,Poblacion,Bgy,,,,R," 3,978 ",," 4,640 "
098301020,Santa Maria,Bgy,,,,R, 951 ,, 983
098301021,Santo Ni�o,Bgy,,,,R," 1,098 ",," 1,077 "
098301022,Talaptap,Bgy,,,,R," 1,450 ",," 1,298 "
098301023,Tampalan,Bgy,,,,R," 1,187 ",," 1,167 "
098301024,Tandiong Muslim,Bgy,,,,R, 903 ,," 1,116 "
098301025,Timbang-timbang,Bgy,,,,R," 1,111 ",," 1,599 "
098301026,Bagong Buhay,Bgy,,,,R, 567 ,, 611
098301027,Concepcion,Bgy,,,,R," 1,383 ",," 1,637 "
098301028,Kapatagan,Bgy,,,,R, 808 ,, 846
098302000,Buug,Mun,,,3rd,," 36,634 ",," 38,425 "
098302002,Basalem,Bgy,,,,R," 1,311 ",," 1,270 "
098302003,Bawang,Bgy,,,,R," 1,156 ",," 1,137 "
098302004,Bulaan,Bgy,,,,R, 408 ,, 476
098302005,Compostela,Bgy,,,,R," 1,025 ",," 1,053 "
098302006,Del Monte,Bgy,,,,R," 2,606 ",," 2,786 "
098302008,Guitom,Bgy,,,,R, 306 ,, 363
098302009,Guminta,Bgy,,,,R, 803 ,, 931
098302010,Labrador,Bgy,,,,R," 1,970 ",," 2,048 "
098302011,Lantawan,Bgy,,,,R, 454 ,, 418
098302012,Mabuhay,Bgy,,,,R, 610 ,, 723
098302013,Maganay,Bgy,,,,R," 1,882 ",," 2,152 "
098302014,Manlin,Bgy,,,,R," 1,283 ",," 1,305 "
098302015,Muyo,Bgy,,,,R," 1,542 ",," 1,576 "
098302016,Pamintayan,Bgy,,,,R," 1,460 ",," 1,471 "
098302017,Poblacion,Bgy,,,,U," 7,818 ",," 7,870 "
098302019,Talamimi,Bgy,,,,R," 1,021 ",, 955
098302020,Villacastor,Bgy,Galit,,,R," 2,160 ",," 2,129 "
098302021,Agutayan,Bgy,,,,R, 322 ,, 331
098302022,Bagong Borbon,Bgy,,,,R, 322 ,, 382
098302023,Bliss,Bgy,,,,R," 3,090 ",," 3,209 "
098302024,Danlugan,Bgy,,,,R, 306 ,, 425
098302025,Pling,Bgy,,,,R, 729 ,, 838
098302026,Pulog,Bgy,,,,R, 657 ,, 705
098302027,San Jose,Bgy,,,,R, 489 ,, 535
098302028,Talairan,Bgy,,,,R, 547 ,, 728
098302029,Datu Panas,Bgy,,,,R," 1,994 ",," 2,247 "
098302030,Guintuloan,Bgy,,,,R, 363 ,, 362
098303000,Diplahan,Mun,,,3rd,," 32,428 ",," 32,585 "
098303001,Balangao,Bgy,,,,R," 2,379 ",," 2,202 "
098303003,Pilar,Bgy,,,,R," 1,213 ",," 1,195 "
098303004,Poblacion,Bgy,Diplahan,,,U," 5,410 ",," 5,251 "
098303005,Ditay,Bgy,,,,R," 2,647 ",," 2,594 "
098303006,Gaulan,Bgy,,,,R," 1,424 ",," 1,519 "
098303007,Goling,Bgy,,,,R, 584 ,, 607
098303008,Guinoman,Bgy,,,,R," 4,970 ",," 4,928 "
098303010,Kauswagan,Bgy,,,,R," 1,738 ",," 1,948 "
098303011,Lindang,Bgy,,,,R, 812 ,, 841
098303012,Lobing,Bgy,,,,R, 402 ,, 480
098303015,Paradise,Bgy,,,,R," 1,374 ",," 1,058 "
098303016,Sampoli A,Bgy,,,,R, 554 ,, 478
098303017,Songcuya,Bgy,,,,R, 975 ,," 1,087 "
098303018,Santa Cruz,Bgy,,,,R, 814 ,, 856
098303019,Butong,Bgy,,,,R, 867 ,, 895
098303025,Sampoli B,Bgy,,,,R," 1,585 ",," 1,463 "
098303026,Luop,Bgy,,,,R," 1,024 ",, 886
098303027,Manangon,Bgy,,,,R, 470 ,, 595
098303028,Mejo,Bgy,,,,R, 752 ,, 912
098303029,Natan,Bgy,,,,R," 1,257 ",," 1,404 "
098303030,Tinongtongan,Bgy,,,,R, 824 ,," 1,003 "
098303031,Tuno,Bgy,,,,R, 353 ,, 383
098304000,Imelda,Mun,,,4th,," 28,018 ",," 26,020 "
098304001,Lower Baluran,Bgy,,,,R," 1,633 ",," 1,726 "
098304002,Baluyan,Bgy,,,,R, 476 ,, 553
098304003,Cana-an,Bgy,,,,R, 871 ,, 904
098304004,Dumpoc,Bgy,,,,R, 935 ,, 971
098304005,Gandiangan,Bgy,,,,R," 2,062 ",," 2,228 "
098304006,Israel,Bgy,Balian Israel,,,R," 1,032 ",, 754
098304007,La Victoria,Bgy,,,,R," 2,030 ",," 1,641 "
098304008,Lumpanac,Bgy,,,,R, 978 ,, 996
098304009,Little Baguio,Bgy,,,,R," 2,740 ",," 1,667 "
098304010,Lumbog,Bgy,,,,R," 1,081 ",," 1,097 "
098304011,Mali Little Baguio,Bgy,,,,R, 662 ,, 412
098304012,Poblacion,Bgy,Santa Fe,,,U," 6,597 ",," 5,195 "
098304013,San Jose,Bgy,,,,R," 2,129 ",," 2,789 "
098304014,Santa Barbara,Bgy,,,,R," 1,657 ",," 1,797 "
098304015,Balugo,Bgy,,,,R," 1,262 ",," 1,230 "
098304016,Balungisan,Bgy,,,,R, 512 ,, 576
098304017,Pulawan,Bgy,Mt. View,,,R, 750 ,, 798
098304018,Upper Baluran,Bgy,,,,R, 611 ,, 686
098305000,Ipil (Capital),Mun,,,1st,," 74,656 ",," 89,401 "
098305001,Bacalan,Bgy,,,,R," 1,200 ",," 1,426 "
098305002,Bangkerohan,Bgy,,,,R," 4,247 ",," 4,161 "
098305003,Bulu-an,Bgy,,,,R," 3,175 ",," 4,016 "
098305006,Don Andres,Bgy,,,,U," 6,080 ",," 7,104 "
098305008,Guituan,Bgy,,,,R," 1,056 ",," 2,079 "
098305009,Ipil Heights,Bgy,,,,R," 3,471 ",," 4,026 "
098305012,Labi,Bgy,,,,R, 731 ,, 645
098305013,Lower Ipil Heights,Bgy,,,,R," 1,707 ",," 1,516 "
098305015,Lower Taway,Bgy,,,,R," 2,845 ",," 2,608 "
098305016,Lumbia,Bgy,,,,R, 708 ,, 731
098305018,Magdaup,Bgy,,,,R," 4,691 ",," 5,905 "
098305022,Pangi,Bgy,,,,U," 2,967 ",," 4,549 "
098305023,Poblacion,Bgy,,,,U," 5,073 ",," 4,654 "
098305024,Sanito,Bgy,,,,U," 7,808 ",," 9,739 "
098305027,Suclema,Bgy,,,,R, 624 ,," 1,271 "
098305029,Taway,Bgy,,,,R," 3,855 ",," 5,130 "
098305030,Tenan,Bgy,,,,R," 1,797 ",," 1,945 "
098305032,Tiayon,Bgy,,,,R," 3,282 ",," 4,958 "
098305034,Timalang,Bgy,,,,R," 1,897 ",," 2,225 "
098305035,Tomitom,Bgy,,,,R, 974 ,," 1,045 "
098305037,Upper Pangi,Bgy,,,,R," 1,909 ",," 2,349 "
098305038,Veteran's Village,Bgy,Ruiz,,,U," 7,730 ",," 9,502 "
098305039,Makilas,Bgy,,,,R," 2,270 ",," 2,736 "
098305040,Caparan,Bgy,,,,R," 1,393 ",," 1,538 "
098305041,Domandan,Bgy,,,,R, 773 ,, 522
098305042,Do�a Josefa,Bgy,,,,R," 1,225 ",," 1,208 "
098305043,Logan,Bgy,,,,R, 740 ,, 846
098305044,Maasin,Bgy,,,,R, 428 ,, 967
098306000,Kabasalan,Mun,,,2nd,," 44,336 ",," 46,884 "
098306002,Banker,Bgy,,,,R," 1,256 ",," 1,426 "
098306003,Bolo Batallion,Bgy,,,,R," 1,609 ",," 1,776 "
098306004,Buayan,Bgy,,,,R," 2,412 ",," 2,420 "
098306006,Cainglet,Bgy,,,,U," 2,468 ",," 2,562 "
098306007,Calapan,Bgy,,,,R, 999 ,," 1,090 "
098306008,Calubihan,Bgy,,,,R," 2,101 ",," 2,443 "
098306009,Concepcion,Bgy,Balungis,,,R," 3,228 ",," 3,854 "
098306010,Dipala,Bgy,,,,R, 813 ,, 824
098306011,Gacbusan,Bgy,,,,R, 956 ,, 904
098306012,Goodyear,Bgy,,,,R," 2,332 ",," 2,565 "
098306013,Lacnapan,Bgy,,,,R," 1,048 ",, 676
098306014,Little Baguio,Bgy,,,,R, 695 ,, 550
098306015,Lumbayao,Bgy,,,,R," 2,773 ",," 2,905 "
098306016,Timuay Danda,Bgy,Mangahas,,,R," 2,134 ",," 2,375 "
098306017,Nazareth,Bgy,,,,R," 2,123 ",," 2,383 "
098306018,Palinta,Bgy,,,,R," 1,681 ",," 1,491 "
098306019,Pe�aranda,Bgy,,,,R," 1,270 ",," 1,253 "
098306020,Poblacion,Bgy,,,,U," 1,608 ",," 1,670 "
098306021,Riverside,Bgy,,,,R," 2,336 ",," 2,797 "
098306022,Sanghanan,Bgy,,,,R," 1,707 ",," 1,695 "
098306023,Santa Cruz,Bgy,,,,R," 1,391 ",," 1,662 "
098306024,Sayao,Bgy,,,,R, 379 ,, 449
098306025,Simbol,Bgy,,,,R," 1,556 ",," 1,802 "
098306026,Sininan,Bgy,,,,R," 1,128 ",," 1,284 "
098306027,Shiolan,Bgy,,,,R, 455 ,, 527
098306028,Tampilisan,Bgy,,,,R," 1,105 ",, 880
098306029,Tamin,Bgy,,,,R, 422 ,, 379
098306030,Tigbangagan,Bgy,,,,R," 1,458 ",," 1,412 "
098306031,Diampak,Bgy,,,,R, 893 ,, 830
098307000,Mabuhay,Mun,,,4th*,," 36,870 ",," 37,390 "
098307001,Abunda,Bgy,,,,R, 847 ,, 893
098307002,Bagong Silang,Bgy,,,,R," 1,486 ",," 1,596 "
098307003,Bangkaw-bangkaw,Bgy,,,,R," 1,958 ",," 1,750 "
098307007,Caliran,Bgy,,,,R," 2,813 ",," 2,828 "
098307008,Catipan,Bgy,,,,R," 1,245 ",," 1,486 "
098307010,Tandu-Comot,Bgy,Katipunan,,,R," 1,511 ",," 1,426 "
098307011,Kauswagan,Bgy,,,,R," 1,520 ",," 1,600 "
098307013,Ligaya,Bgy,,,,R," 1,692 ",," 1,799 "
098307014,Looc-Barlak,Bgy,,,,R," 2,287 ",," 2,297 "
098307015,Malinao,Bgy,,,,R," 4,077 ",," 3,788 "
098307017,Pamansaan,Bgy,,,,R," 1,113 ",," 1,155 "
098307018,Pinalim,Bgy,San Roque,,,R," 1,479 ",," 1,573 "
098307019,Poblacion,Bgy,,,,R," 4,582 ",," 4,765 "
098307020,Punawan,Bgy,,,,R," 1,405 ",," 1,466 "
098307023,Santo Ni�o,Bgy,Caliran,,,R," 1,159 ",," 1,321 "
098307024,Sawa,Bgy,,,,R," 2,917 ",," 3,027 "
098307025,Sioton,Bgy,,,,R, 710 ,, 842
098307026,Taguisian,Bgy,,,,R," 4,069 ",," 3,778 "
098308000,Malangas,Mun,,,3rd*,," 33,380 ",," 32,022 "
098308001,Bacao,Bgy,,,,R, 821 ,, 563
098308002,Basak-bawang,Bgy,,,,R, 755 ,, 656
098308003,Camanga,Bgy,,,,R," 1,274 ",," 1,229 "
098308005,Candiis,Bgy,,,,R," 1,517 ",," 1,579 "
098308006,Catituan,Bgy,,,,R," 1,117 ",," 1,033 "
098308007,Dansulao,Bgy,,,,R," 1,405 ",," 1,632 "
098308008,Del Pilar,Bgy,,,,R, 669 ,, 660
098308011,Guilawa,Bgy,,,,R," 1,730 ",," 1,691 "
098308013,Kigay,Bgy,,,,R," 2,042 ",," 2,287 "
098308014,La Dicha,Bgy,,,,R," 3,123 ",," 3,152 "
098308016,Lipacan,Bgy,,,,R," 1,352 ",," 1,422 "
098308018,Logpond,Bgy,,,,R, 494 ,, 560
098308020,Mabini,Bgy,,,,R," 1,303 ",," 1,288 "
098308021,Malungon,Bgy,,,,R, 748 ,, 817
098308023,Mulom,Bgy,,,,R, 529 ,, 473
098308025,Overland,Bgy,,,,R, 693 ,, 695
098308026,Palalian,Bgy,,,,R, 460 ,, 441
098308027,Payag,Bgy,,,,R, 639 ,, 693
098308028,Poblacion,Bgy,,,,U," 8,233 ",," 7,327 "
098308031,Rebocon,Bgy,,,,R, 517 ,, 447
098308032,San Vicente,Bgy,,,,R, 896 ,, 578
098308036,Sinusayan,Bgy,,,,R, 771 ,, 718
098308038,Tackling,Bgy,,,,R, 844 ,, 875
